"","country","year","upop"
"13060","Korea, Rep.","X2009",81.835
"13061","Kosovo","X2009",NA
"13062","Kuwait","X2009",98.248
"13063","Latin America & Caribbean (excluding high income)","X2009",76.85931333
"13064","Lao PDR","X2009",31.985
"13065","Lebanon","X2009",87.062
"13066","Liberia","X2009",47.441
"13067","Libya","X2009",77.479
"13068","St. Lucia","X2009",19.213
"13069","Latin America & Caribbean","X2009",78.17794192
"13070","Least developed countries: UN classification","X2009",28.47337401
"13071","Low income","X2009",28.31690956
"13072","Liechtenstein","X2009",14.519
"13073","Sri Lanka","X2009",18.333
"13074","Lower middle income","X2009",36.35220283
"13075","Low & middle income","X2009",44.99854519
"13076","Lesotho","X2009",24.259
"13077","Late-demographic dividend","X2009",54.26286921
"13078","Lithuania","X2009",66.842
"13079","Luxembourg","X2009",88.178
"13080","Latvia","X2009",67.764
"13081","Macao SAR, China","X2009",100
"13082","St. Martin (French part)","X2009",NA
"13083","Morocco","X2009",57.175
"13084","Monaco","X2009",100
"13085","Moldova","X2009",44.936
"13086","Madagascar","X2009",31.298
"13087","Maldives","X2009",38.781
"13088","Middle East & North Africa","X2009",62.12341282
"13089","Mexico","X2009",77.527
"13090","Marshall Islands","X2009",71.062
"13091","Middle income","X2009",46.76790214
"13092","Macedonia, FYR","X2009",57.047
"13093","Mali","X2009",35.2
"13094","Malta","X2009",94.486
"13095","Myanmar","X2009",30.881
"13096","Middle East & North Africa (excluding high income)","X2009",58.5323763
"13097","Montenegro","X2009",62.918
"13098","Mongolia","X2009",66.58
"13099","Northern Mariana Islands","X2009",89.539
"13100","Mozambique","X2009",30.745
"13101","Mauritania","X2009",56
"13102","Mauritius","X2009",40.787
"13103","Malawi","X2009",15.427
"13104","Malaysia","X2009",70.075
"13105","North America","X2009",80.62475222
"13106","Namibia","X2009",40.601
"13107","New Caledonia","X2009",66.624
"13108","Niger","X2009",17.366
"13109","Nigeria","X2009",42.588
"13110","Nicaragua","X2009",56.974
"13111","Netherlands","X2009",86.242
"13112","Norway","X2009",78.815
"13113","Nepal","X2009",16.483
"13114","Nauru","X2009",100
"13115","New Zealand","X2009",86.148
"13116","OECD members","X2009",78.73780898
"13117","Oman","X2009",74.624
"13118","Other small states","X2009",55.37525144
"13119","Pakistan","X2009",36.201
"13120","Panama","X2009",64.828
"13121","Peru","X2009",76.552
"13122","Philippines","X2009",45.524
"13123","Palau","X2009",82.404
"13124","Papua New Guinea","X2009",13.037
"13125","Poland","X2009",61.004
"13126","Pre-demographic dividend","X2009",35.52602659
"13127","Puerto Rico","X2009",93.884
"13128","Korea, Dem. People‰Ûªs Rep.","X2009",60.118
"13129","Portugal","X2009",59.964
"13130","Paraguay","X2009",58.26
"13131","Pacific island small states","X2009",36.33794683
"13132","Post-demographic dividend","X2009",79.45345732
"13133","French Polynesia","X2009",56.608
"13134","Qatar","X2009",98.47
"13135","Romania","X2009",53.698
"13136","Russian Federation","X2009",73.642
"13137","Rwanda","X2009",22.988
"13138","South Asia","X2009",30.59831593
"13139","Saudi Arabia","X2009",81.867
"13140","Sudan","X2009",32.99
"13141","Senegal","X2009",41.977
"13142","Singapore","X2009",100
"13143","Solomon Islands","X2009",19.589
"13144","Sierra Leone","X2009",37.937
"13145","El Salvador","X2009",63.773
"13146","San Marino","X2009",94.07
"13147","Somalia","X2009",36.823
"13148","Serbia","X2009",55.159
"13149","Sub-Saharan Africa (excluding high income)","X2009",34.73833503
"13150","South Sudan","X2009",17.699
"13151","Sub-Saharan Africa","X2009",34.74011168
"13152","Small states","X2009",51.47273446
"13153","Sao Tome and Principe","X2009",61.185
"13154","Suriname","X2009",66.412
"13155","Slovak Republic","X2009",54.96
"13156","Slovenia","X2009",50.133
"13157","Sweden","X2009",84.902
"13158","Swaziland","X2009",21.574
"13159","Sint Maarten (Dutch part)","X2009",100
"13160","Seychelles","X2009",52.041
"13161","Syrian Arab Republic","X2009",55.29
"13162","Turks and Caicos Islands","X2009",89.77
"13163","Chad","X2009",21.934
"13164","East Asia & Pacific (IDA & IBRD countries)","X2009",46.42370874
"13165","Europe & Central Asia (IDA & IBRD countries)","X2009",63.89884044
"13166","Togo","X2009",37.058
"13167","Thailand","X2009",42.744
"13168","Tajikistan","X2009",26.5
"13169","Turkmenistan","X2009",48.109
"13170","Latin America & the Caribbean (IDA & IBRD countries)","X2009",78.12575459
"13171","Middle East & North Africa (IDA & IBRD countries)","X2009",58.35565349
"13172","Timor-Leste","X2009",28.85
"13173","Tonga","X2009",23.335
"13174","South Asia (IDA & IBRD)","X2009",30.59831593
"13175","Sub-Saharan Africa (IDA & IBRD countries)","X2009",34.74011168
"13176","Trinidad and Tobago","X2009",9.249
"13177","Tunisia","X2009",65.767
"13178","Turkey","X2009",70.141
"13179","Tuvalu","X2009",53.782
"13180","Tanzania","X2009",27.439
"13181","Uganda","X2009",14.189
"13182","Ukraine","X2009",68.502
"13183","Upper middle income","X2009",58.21994845
"13184","Uruguay","X2009",94.209
"13185","United States","X2009",80.606
"13186","Uzbekistan","X2009",36.235
"13187","St. Vincent and the Grenadines","X2009",48.428
"13188","Venezuela, RB","X2009",88.728
"13189","British Virgin Islands","X2009",44.345
"13190","Virgin Islands (U.S.)","X2009",94.419
"13191","Vietnam","X2009",29.758
"13192","Vanuatu","X2009",24.286
"13193","West Bank and Gaza","X2009",73.919
"13194","World","X2009",50.99001538
"13195","Samoa","X2009",20.3
"13196","Yemen, Rep.","X2009",31.165
"13197","South Africa","X2009",61.687
"13198","Congo, Dem. Rep.","X2009",39.437
"13199","Zambia","X2009",38.299
"13200","Zimbabwe","X2009",33.378
"13201","Aruba","X2010",43.059
"13202","Andorra","X2010",87.817
"13203","Afghanistan","X2010",24.689
"13204","Angola","X2010",40.097
"13205","Albania","X2010",52.163
"13206","Arab World","X2010",56.30089649
"13207","United Arab Emirates","X2010",84.055
"13208","Argentina","X2010",90.966
"13209","Armenia","X2010",63.58
"13210","American Samoa","X2010",87.594
"13211","Antigua and Barbuda","X2010",26.239
"13212","Australia","X2010",88.733
"13213","Austria","X2010",65.852
"13214","Azerbaijan","X2010",53.401
"13215","Burundi","X2010",10.641
"13216","Belgium","X2010",97.641
"13217","Benin","X2010",41.854
"13218","Burkina Faso","X2010",25.665
"13219","Bangladesh","X2010",30.462
"13220","Bulgaria","X2010",72.302
"13221","Bahrain","X2010",88.535
"13222","Bahamas, The","X2010",82.549
"13223","Bosnia and Herzegovina","X2010",39.226
"13224","Belarus","X2010",74.615
"13225","Belize","X2010",44.963
"13226","Bermuda","X2010",100
"13227","Bolivia","X2010",66.426
"13228","Brazil","X2010",84.335
"13229","Barbados","X2010",32.06
"13230","Brunei Darussalam","X2010",75.51
"13231","Bhutan","X2010",34.793
"13232","Botswana","X2010",56.235
"13233","Central African Republic","X2010",38.828
"13234","Canada","X2010",80.937
"13235","Central Europe and the Baltics","X2010",62.05941683
"13236","Switzerland","X2010",73.663
"13237","Channel Islands","X2010",31.054
"13238","Chile","X2010",88.586
"13239","China","X2010",49.226
"13240","Cote d'Ivoire","X2010",50.557
"13241","Cameroon","X2010",51.516
"13242","Congo, Rep.","X2010",63.228
"13243","Colombia","X2010",75.036
"13244","Comoros","X2010",27.918
"13245","Cabo Verde","X2010",61.833
"13246","Costa Rica","X2010",71.734
"13247","Caribbean small states","X2010",41.82440543
"13248","Cuba","X2010",76.597
"13249","Curacao","X2010",89.905
"13250","Cayman Islands","X2010",100
"13251","Cyprus","X2010",67.551
"13252","Czech Republic","X2010",73.255
"13253","Germany","X2010",74.291
"13254","Djibouti","X2010",76.996
"13255","Dominica","X2010",68.094
"13256","Denmark","X2010",86.795
"13257","Dominican Republic","X2010",73.752
"13258","Algeria","X2010",67.526
"13259","East Asia & Pacific (excluding high income)","X2010",47.70184494
"13260","Early-demographic dividend","X2010",42.11224372
"13261","East Asia & Pacific","X2010",51.79815516
"13262","Europe & Central Asia (excluding high income)","X2010",64.35694478
"13263","Europe & Central Asia","X2010",70.00715574
"13264","Ecuador","X2010",62.69
"13265","Egypt, Arab Rep.","X2010",43.019
"13266","Euro area","X2010",74.81737443
"13267","Eritrea","X2010",20.572
"13268","Spain","X2010",78.442
"13269","Estonia","X2010",68.094
"13270","Ethiopia","X2010",17.319
"13271","European Union","X2010",73.71486754
"13272","Fragile and conflict affected situations","X2010",38.85599292
"13273","Finland","X2010",83.558
"13274","Fiji","X2010",51.828
"13275","France","X2010",78.345
"13276","Faroe Islands","X2010",40.926
"13277","Micronesia, Fed. Sts.","X2010",22.298
"13278","Gabon","X2010",85.697
"13279","United Kingdom","X2010",81.302
"13280","Georgia","X2010",52.869
"13281","Ghana","X2010",50.713
"13282","Gibraltar","X2010",100
"13283","Guinea","X2010",34.856
"13284","Gambia, The","X2010",56.297
"13285","Guinea-Bissau","X2010",45.221
"13286","Equatorial Guinea","X2010",39.223
"13287","Greece","X2010",76.292
"13288","Grenada","X2010",35.681
"13289","Greenland","X2010",84.383
"13290","Guatemala","X2010",49.323
"13291","Guam","X2010",94.099
"13292","Guyana","X2010",28.239
"13293","High income","X2010",79.93990357
"13294","Hong Kong SAR, China","X2010",100
"13295","Honduras","X2010",51.696
"13296","Heavily indebted poor countries (HIPC)","X2010",32.35304292
"13297","Croatia","X2010",57.537
"13298","Haiti","X2010",52.016
"13299","Hungary","X2010",68.859
"13300","IBRD only","X2010",50.47560481
"13301","IDA & IBRD total","X2010",46.01624677
"13302","IDA total","X2010",32.85228795
"13303","IDA blend","X2010",38.10949047
"13304","Indonesia","X2010",49.924
"13305","IDA only","X2010",29.88509061
"13306","Isle of Man","X2010",51.994
"13307","India","X2010",30.93
"13308","Not classified","X2010",NA
"13309","Ireland","X2010",61.84
"13310","Iran, Islamic Rep.","X2010",70.626
"13311","Iraq","X2010",69.034
"13312","Iceland","X2010",93.624
"13313","Israel","X2010",91.824
"13314","Italy","X2010",68.327
"13315","Jamaica","X2010",53.743
"13316","Jordan","X2010",82.473
"13317","Japan","X2010",90.522
"13318","Kazakhstan","X2010",53.732
"13319","Kenya","X2010",23.571
"13320","Kyrgyz Republic","X2010",35.303
"13321","Cambodia","X2010",19.81
"13322","Kiribati","X2010",43.773
"13323","St. Kitts and Nevis","X2010",31.806
"13324","Korea, Rep.","X2010",81.936
"13325","Kosovo","X2010",NA
"13326","Kuwait","X2010",98.263
"13327","Latin America & Caribbean (excluding high income)","X2010",77.17891982
"13328","Lao PDR","X2010",33.123
"13329","Lebanon","X2010",87.183
"13330","Liberia","X2010",47.801
"13331","Libya","X2010",77.642
"13332","St. Lucia","X2010",18.45
"13333","Latin America & Caribbean","X2010",78.47597163
"13334","Least developed countries: UN classification","X2010",28.9751641
"13335","Low income","X2010",28.70404862
"13336","Liechtenstein","X2010",14.464
"13337","Sri Lanka","X2010",18.321
"13338","Lower middle income","X2010",36.77312525
"13339","Low & middle income","X2010",45.57896562
"13340","Lesotho","X2010",24.753
"13341","Late-demographic dividend","X2010",55.24362647
"13342","Lithuania","X2010",66.757
"13343","Luxembourg","X2010",88.547
"13344","Latvia","X2010",67.692
"13345","Macao SAR, China","X2010",100
"13346","St. Martin (French part)","X2010",NA
"13347","Morocco","X2010",57.684
"13348","Monaco","X2010",100
"13349","Moldova","X2010",44.886
"13350","Madagascar","X2010",31.929
"13351","Maldives","X2010",39.984
"13352","Middle East & North Africa","X2010",62.50181542
"13353","Mexico","X2010",77.825
"13354","Marshall Islands","X2010",71.343
"13355","Middle income","X2010",47.39702983
"13356","Macedonia, FYR","X2010",56.992
"13357","Mali","X2010",35.996
"13358","Malta","X2010",94.665
"13359","Myanmar","X2010",31.405
"13360","Middle East & North Africa (excluding high income)","X2010",58.85700969
"13361","Montenegro","X2010",63.096
"13362","Mongolia","X2010",67.567
"13363","Northern Mariana Islands","X2010",89.474
"13364","Mozambique","X2010",30.955
"13365","Mauritania","X2010",56.682
"13366","Mauritius","X2010",40.579
"13367","Malawi","X2010",15.54
"13368","Malaysia","X2010",70.912
"13369","North America","X2010",80.79198465
"13370","Namibia","X2010",41.616
"13371","New Caledonia","X2010",67.273
"13372","Niger","X2010",17.559
"13373","Nigeria","X2010",43.48
"13374","Nicaragua","X2010",57.255
"13375","Netherlands","X2010",87.061
"13376","Norway","X2010",79.102
"13377","Nepal","X2010",16.822
"13378","Nauru","X2010",100
"13379","New Zealand","X2010",86.165
"13380","OECD members","X2010",79.01772706
"13381","Oman","X2010",75.161
"13382","Other small states","X2010",56.0186905
"13383","Pakistan","X2010",36.598
"13384","Panama","X2010",65.115
"13385","Peru","X2010",76.915
"13386","Philippines","X2010",45.255
"13387","Palau","X2010",83.358
"13388","Papua New Guinea","X2010",13.019
"13389","Poland","X2010",60.892
"13390","Pre-demographic dividend","X2010",36.02863434
"13391","Puerto Rico","X2010",93.825
"13392","Korea, Dem. People‰Ûªs Rep.","X2010",60.21
"13393","Portugal","X2010",60.567
"13394","Paraguay","X2010",58.487
"13395","Pacific island small states","X2010",36.57668451
"13396","Post-demographic dividend","X2010",79.73027194
"13397","French Polynesia","X2010",56.479
"13398","Qatar","X2010",98.655
"13399","Romania","X2010",53.829
"13400","Russian Federation","X2010",73.687
"13401","Rwanda","X2010",23.952
"13402","South Asia","X2010",30.98624898
"13403","Saudi Arabia","X2010",82.084
"13404","Sudan","X2010",33.08
"13405","Senegal","X2010",42.23
"13406","Singapore","X2010",100
"13407","Solomon Islands","X2010",20.048
"13408","Sierra Leone","X2010",38.241
"13409","El Salvador","X2010",64.286
"13410","San Marino","X2010",94.086
"13411","Somalia","X2010",37.259
"13412","Serbia","X2010",55.208
"13413","Sub-Saharan Africa (excluding high income)","X2010",35.23066331
"13414","South Sudan","X2010",17.855
"13415","Sub-Saharan Africa","X2010",35.23241892
"13416","Small states","X2010",52.01401385
"13417","Sao Tome and Principe","X2010",61.907
"13418","Suriname","X2010",66.344
"13419","Slovak Republic","X2010",54.685
"13420","Slovenia","X2010",50.04
"13421","Sweden","X2010",85.056
"13422","Swaziland","X2010",21.492
"13423","Sint Maarten (Dutch part)","X2010",100
"13424","Seychelles","X2010",52.319
"13425","Syrian Arab Republic","X2010",55.677
"13426","Turks and Caicos Islands","X2010",90.228
"13427","Chad","X2010",21.983
"13428","East Asia & Pacific (IDA & IBRD countries)","X2010",47.54294643
"13429","Europe & Central Asia (IDA & IBRD countries)","X2010",63.98872569
"13430","Togo","X2010",37.533
"13431","Thailand","X2010",44.08
"13432","Tajikistan","X2010",26.516
"13433","Turkmenistan","X2010",48.402
"13434","Latin America & the Caribbean (IDA & IBRD countries)","X2010",78.43205087
"13435","Middle East & North Africa (IDA & IBRD countries)","X2010",58.67954351
"13436","Timor-Leste","X2010",29.507
"13437","Tonga","X2010",23.389
"13438","South Asia (IDA & IBRD)","X2010",30.98624898
"13439","Sub-Saharan Africa (IDA & IBRD countries)","X2010",35.23241892
"13440","Trinidad and Tobago","X2010",9.092
"13441","Tunisia","X2010",65.934
"13442","Turkey","X2010",70.715
"13443","Tuvalu","X2010",54.796
"13444","Tanzania","X2010",28.114
"13445","Uganda","X2010",14.492
"13446","Ukraine","X2010",68.686
"13447","Upper middle income","X2010",59.16983608
"13448","Uruguay","X2010",94.414
"13449","United States","X2010",80.772
"13450","Uzbekistan","X2010",36.191
"13451","St. Vincent and the Grenadines","X2010",48.785
"13452","Venezuela, RB","X2010",88.769
"13453","British Virgin Islands","X2010",44.645
"13454","Virgin Islands (U.S.)","X2010",94.594
"13455","Vietnam","X2010",30.392
"13456","Vanuatu","X2010",24.589
"13457","West Bank and Gaza","X2010",74.136
"13458","World","X2010",51.48494558
"13459","Samoa","X2010",20.078
"13460","Yemen, Rep.","X2010",31.732
"13461","South Africa","X2010",62.218
"13462","Congo, Dem. Rep.","X2010",39.937
"13463","Zambia","X2010",38.725
"13464","Zimbabwe","X2010",33.196
"13465","Aruba","X2011",42.698
"13466","Andorra","X2011",87.26
"13467","Afghanistan","X2011",25.074
"13468","Angola","X2011",40.9
"13469","Albania","X2011",53.247
"13470","Arab World","X2011",56.62713133
"13471","United Arab Emirates","X2011",84.375
"13472","Argentina","X2011",91.133
"13473","Armenia","X2011",63.371
"13474","American Samoa","X2011",87.5
"13475","Antigua and Barbuda","X2011",25.667
"13476","Australia","X2011",88.875
"13477","Austria","X2011",65.858
"13478","Azerbaijan","X2011",53.623
"13479","Burundi","X2011",10.912
"13480","Belgium","X2011",97.687
"13481","Benin","X2011",42.256
"13482","Burkina Faso","X2011",26.505
"13483","Bangladesh","X2011",31.225
"13484","Bulgaria","X2011",72.638
"13485","Bahrain","X2011",88.575
"13486","Bahamas, The","X2011",82.606
"13487","Bosnia and Herzegovina","X2011",39.291
"13488","Belarus","X2011",75.046
"13489","Belize","X2011",44.718
"13490","Bermuda","X2011",100
"13491","Bolivia","X2011",66.855
"13492","Brazil","X2011",84.623
"13493","Barbados","X2011",31.905
"13494","Brunei Darussalam","X2011",75.872
"13495","Bhutan","X2011",35.585
"13496","Botswana","X2011",56.467
"13497","Central African Republic","X2011",39.034
